userName;content;score;at
Zoel Hunter Muba;Baik;5;2021-12-27 22:58:56
Irnawan Frend27;Untuk fasilitas aksesibilitasnya masih ada yang kurang, tolong di update lagi.;3;2021-12-27 21:00:25
Nurmawan Sihombing;Mantul;5;2021-12-27 20:51:54
Zhevanya Dwi N.A;Virtual background jangan cuman bisa di laptop,iPad doang, kalo bisa untuk semua perangkat bisa menggunakan;3;2021-12-27 19:58:10
Helmi Andika;Di era pandemi covid-19 ini sangat membutuhkan tanpa berkata apapun lagi ??. Aku biasanya pakai di tengah pekan dan akhir pekan, seminggu 2 kali terutama ibadah.;5;2021-12-27 18:05:36
Isti Charah;Bisa meeting online;5;2021-12-27 15:54:26
Jeneng mu Sopo mbot;aplikasi kontl asu??;1;2021-12-27 14:25:45
Lia Lio;Ok;5;2021-12-27 13:57:24
Okto Vianus;Bisnis;2;2021-12-27 13:40:14
7L Shafa Niga;Bagus;5;2021-12-27 13:39:46
Jerry J;Good??;4;2021-12-27 13:36:35
A Rasul;Sangat baik;5;2021-12-27 13:31:46
Ni'mawati, M.Pd.I.;Sangat membantu;5;2021-12-27 13:14:09
ronny bon;Good;5;2021-12-27 13:08:28
nove hulu;Good sangat bermanfaat;5;2021-12-27 13:08:28
eri rahayu;Good;5;2021-12-27 13:03:23
st sunniati;Maaf, saya salh satu peserta PSP yang tdk bisa lolos ,alasanx penilai karena umur saya yg tdk mendukung,namun saya berusaha menyelesaikn semua pwrsyaratn sampai selesai, tapi bagusx saya bisa menjawab walaupun itu sebatas kemampuan ku,Alhamdulillah,namun saya tdk merasa kecewa, ada nanti yang terbaik untuk Sekolah ku Aamiin;5;2021-12-27 13:02:30
North Moluccas;Good app;5;2021-12-27 12:54:44
Lia Herliani;Keren;5;2021-12-27 12:41:44
Redemptus Musa;Oke;5;2021-12-27 12:37:22
Edi Ariadi;Baik buat rapat;5;2021-12-27 12:34:36
Agustina Agustina;Suka sedikit;3;2021-12-27 12:13:23
Triyandar Arief;Bagus;4;2021-12-27 11:36:03
Yulhy Ulhyregina94;Sangat membantu buat meeting dengan para pebisnis;5;2021-12-27 11:32:16
Anasyel;Bgusss, lmyan;3;2021-12-27 11:21:02
Muh Risal;Ok baik;5;2021-12-27 09:07:42
Pobab Gaming;Apk nya baguusssssssssss;5;2021-12-27 07:54:57
Novi Bahrotul;Aplikasi bagus... hanya saja dia kurang kuat di tempat yang susah jaringan... tempat saya sedikit limited esition jaringannya, jasi sering keluar sendiri... + kadang kadang sering tiba tiba hilang suaranya tanpa kabar, padahal baru mulai dan saya sudah join audio.;3;2021-12-27 07:42:20
Afrizal Khaerul;Good;5;2021-12-27 07:26:50
Arsyifa syifa;Loding bngetttt sih ,mau d download juga;1;2021-12-27 07:24:13
noach lekilawa;susah di instal.;1;2021-12-27 07:07:09
Iwan Setiawan;Keren;5;2021-12-27 06:28:52
ichwan farid;Lemot untuk di unduh;1;2021-12-27 05:55:55
Van Fransisca;Kenapa jadi 100 mb lebih;1;2021-12-27 05:46:39
AUDIO VIDEO BOX INDONESIA;OK;5;2021-12-27 05:30:46
Aini Yusmi;Semakin mengenal aplikasi ini pergaulan semakin luas teman semakin banyak peluang sukses di depan mata;5;2021-12-27 05:21:50
Ajp cnl;Cool;5;2021-12-27 05:04:24
Clarisa maria Margareta;Mayannn;4;2021-12-27 04:09:37
mrs. indi;Terimakasih banyak ??;4;2021-12-27 03:19:13
Iphay Amanah;Ok;4;2021-12-27 03:17:17
Novia Ramdani;Erorr muluu;2;2021-12-27 03:10:06
Santri haziqshiddiq;Good;5;2021-12-27 03:04:59
siti nuraini;lma bngt dwnld nya pdhl wfi lncar sibal;3;2021-12-27 02:23:40
Mahar Rani;Jj;2;2021-12-27 02:23:31
Armanndo Hasan;Aplikasinya bagus;4;2021-12-27 02:16:31
Noper Man;??????;3;2021-12-27 02:14:08
Anastasia Nia;Bagus si tp g bisa bhs Indonesia trs loginny ribet;2;2021-12-27 01:49:18
yelti djabar;Good;5;2021-12-27 01:16:57
Anggraini S.A;Saya ingin memberikan saran, jika zoom dapat mengizinkan host untuk semua partisipan merecord itu akan memperoleh pengguna zoom. Terima kasih ??????;4;2021-12-27 01:04:08
H.MUHAMMAD JUFRI RINCING;Banget bagusnya;5;2021-12-27 01:03:59
Dae Ju;Bagus;5;2021-12-27 00:55:57
Idil Adham;Aplikasi yang berguna;5;2021-12-27 00:54:42
Ririn Jokohael Tupan MR02;Keren;1;2021-12-27 00:50:21
FD Motovlog;Uneven Virtual Background Unlike Next App;1;2021-12-27 00:11:21
Ahmad Fadil;Zoom bagus buat sekolah;5;2021-12-27 00:02:46
Yogi Kusumawardani;Mantap;5;2021-12-26 23:32:23
Aty D.A.L;oke;5;2021-12-26 18:40:21
nanda attalon;Ok;5;2021-12-26 17:40:17
Dede Maulana;Kagak bisa virtual background!!!!!!;1;2021-12-26 17:38:21
Juriah Medan;Mohon bantuan nya ,bersih kan secara otomatic;3;2021-12-26 15:14:15
Yanto Supriyanto;Cukup baik;5;2021-12-26 15:00:10
PT PERUKMI INDO PERSADA;Good;5;2021-12-26 14:53:22
Nadia Putri Sukmana;Bagus;5;2021-12-26 14:21:55
Usman Shodiqin andi makkasau;Kreen;5;2021-12-26 14:18:54
Riri Rere;MB nya knp jdi makin banyak y! Udh ggabisin baterai, ngabisin paket data, masak mau ngabisin memo juga?;3;2021-12-26 14:05:02
Rizky Aditya;Tidak mengecewakan.;4;2021-12-26 14:02:01
Cahaya Nurlela;Good;4;2021-12-26 12:40:34
Firmanto Prihambodo;Siip;5;2021-12-26 12:30:44
Amung Haryanto;Ok;5;2021-12-26 12:23:34
zidane faza;Lemooooooooooooooktttttttttttttttt anjjiiiiiijjrrrrr download nya;1;2021-12-26 12:22:33
Susana Salsabila;Ukuran aplikasi tolong di perkecil lagi. Kasian untuk hp yang memori sedikit seperti saya ??;1;2021-12-26 12:14:33
dzulfadli asran;Sangat membantu;5;2021-12-26 11:23:39
Lukhen T;Saya pengguna baru tapi saya rasa apk ini sangat bermanfaat..jadi saya harus kasi retting full.biar apk samkin didepan.;5;2021-12-26 11:23:30
hanif andi muhyiddin;Zoom keluar keluar truss pdhl sinyal baguss!! Parahhh nih nyesel di update!!;3;2021-12-26 09:41:41
Mama Onco;Top terus tingkatkan??????;5;2021-12-26 09:34:29
Salsabilaputri Nadhifa;Bagus;5;2021-12-26 09:17:47
Azkia Azkia;Apk nya sangat bagus buat kamu pasti kamu tertarik ke zoom ini ?? enak juga buat sekolah???? pasti kalian 100% buat kalian ya buat aku juga 100% Apk nya sangat bagus buat kamu pasti kamu tertarik ke zoom ini ?? enak juga buat sekolah???? pasti kalian 100% buat kalian ya buat aku juga 100%;5;2021-12-26 09:17:10
Heru Witjaksono;sangat bermanfaat sekali dalam kondisi protokol kesehatan saat ini maupun normalisasi nntinya sehingga biaya perjalanan dapat ditekan seminim mungkin msupun waktu dapat dipergunakan semaksimal mungkin;5;2021-12-26 09:00:08
Ato Cassanova;Ok;5;2021-12-26 08:03:47
Cantik Sholehah;Good;5;2021-12-26 07:43:50
tomy hendriarto;Ok;5;2021-12-26 07:22:10
Teguh Wibowo;Bagus;5;2021-12-26 06:54:52
Ali Arrhat;Aplikasi ini bagus;5;2021-12-26 06:48:36
Yati Mah;Good;5;2021-12-26 06:37:32
naruto naruto;Kenapa aku gak bisa donlod yh sediihhh rasanya, klas sdh d mulai;2;2021-12-26 06:20:11
Naila Salma;LAGU,ANAK,TEOPIRESE,INDONESIA,30,LAGU,LAGU,IAGU,;5;2021-12-26 04:29:47
Maralis Fian;Bgs aj;5;2021-12-26 04:29:01
MILA ANGGRAINI ELLA;Jaringan lancar saat Zoom;5;2021-12-26 04:28:54
Saoloan Naiborhu;Proper to used if any topic for duscussed or meetings.;5;2021-12-26 03:38:53
Hasmanti Sri lestari;Membantu dalam mengetahui kondisi seseorang;4;2021-12-26 03:32:29
Soniman Gea;Kkk;4;2021-12-26 03:06:13
Aisyah N.R;MBNYA KOK TIBA2 MAHAL BT ANYING????!!!! GW PEN NOBAR JADI KUDU MIKIR 2X!!!!????????;1;2021-12-26 02:37:27
Laura Angraini;kenapa kaga ada background nya si kalo di hp;4;2021-12-26 02:28:03
afdal zikri;GK bisa di download;1;2021-12-26 01:49:44
Eko Tanoyo;Saya kasih 3 dulu sebab tidak ada virtual backgroundnya;3;2021-12-26 01:25:23
Eng Wan;Membantu;5;2021-12-26 01:15:19
Hasegawa Putra;Kenapa jd besar bngt ukrnnya-_ Penuh memo:(;2;2021-12-26 00:40:23
Nelvita Wahyuni;Bagus;4;2021-12-26 00:34:17
A. Aditya;SIZE TOO BIG;2;2021-12-26 00:24:32
vina setyawati;Mantab;5;2021-12-25 23:46:28
Halwa Faihana;"Bagus??!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ;!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!";5;2021-12-25 23:38:48
wahyu maggalatung;Background nya mana?;3;2021-12-25 22:43:18
Sugianto Kori;Game free fire;5;2021-12-25 22:35:59
Susi Anik;Memuaskan;5;2021-12-25 20:43:11
Kasim Ahmadsyahid;Untuk kemajuan bisnis saya , juga menambah pengalaman saya lewat digital untuk menuju sukses.;5;2021-12-25 17:21:42
Franklin Bawano;Good;5;2021-12-25 17:20:11
Zulkifli Aja;BEST sekali Pokok nya..;5;2021-12-25 15:03:43
Nurul Amira;Udah hmpir 2 tahun pake zoom, makasih zoom udh mempermudah saat belajar daring;5;2021-12-25 14:11:14
Irma_ Niar;Alhamdulillah,selama pakai zoom aman2 aja..;4;2021-12-25 13:52:49
Puspita ramadhani;Bagusss bangettt;5;2021-12-25 13:45:44
Mimin Laila;Laela;5;2021-12-25 13:28:18
Farhan Lanya;GOOD JOOB ????????;5;2021-12-25 13:09:10
sarman pali;Bagus sangat membantu;5;2021-12-25 13:06:56
Puskesmas Turi;siip;5;2021-12-25 12:19:57
Bagas 15;Tolong dikembalikan seperti dulu yang bisa melihat orang yang tidak menyalakan videonya. terimakasih.;5;2021-12-25 11:41:09
HADI 1977;Okeee mantuuul;5;2021-12-25 11:27:00
Siti Yulaika;Sorry sy kasi bintang 4,karna g ada filternya ???? Tlng d kasi dong ??;4;2021-12-25 09:58:15
Siti Hayyuni Nurkholifah;Bagys buat kuliah;5;2021-12-25 08:41:14
Sang Saka Merah-Putih;Yes...but too download for updating aplication.;4;2021-12-25 08:19:43
ahmad suhery;good;5;2021-12-25 08:13:54
Hendi Kusumah;Fix it again and improve the Zoom Meeting application so that it can be used by many people. Thank You;2;2021-12-25 06:32:01
Ronni M;Agak sulit dibuka.;3;2021-12-25 05:48:20
Syarifudin Khan;Ok;4;2021-12-25 05:28:06
Kesya Lmtkn;Aku ksh 1 bintang soalnya aku g suka pake zoom;1;2021-12-25 04:22:33
Athar Dan Athirah;Ok;4;2021-12-25 02:55:00
Alawy ahmad;camera background for android eror.. please;3;2021-12-25 02:51:01
Slamet Prayitno;Jos gandozzz. Bagus sekali;5;2021-12-25 02:35:39
Anwar Nuang;Saya kasih dua bintang;2;2021-12-25 02:22:53
Sellyta Putri;Virtual background dongg;3;2021-12-25 01:16:49
konbor aldi;Sangat bermanfaat;5;2021-12-25 00:57:41
Cut Afrijani;Ok banget;5;2021-12-25 00:28:57
Bodhiputra Lee;Warna,suara dann gambarnya bagus.;5;2021-12-24 22:45:56
Nathan S;steady. but problems often occur, hopefully it will be developed again;5;2021-12-24 18:37:52
Fajar Reno;ok;5;2021-12-24 18:18:05
Adi Triono;Aplikasinya bagus dan membantu. Mungkin mau saran agar pengguna Android bisa menggunakan virtual background, itu aja;4;2021-12-24 15:57:09
Hendry Pramudiyo;mantap;5;2021-12-24 14:57:11
fahmi i;Wee need virtual background to all device. Please.;4;2021-12-24 14:10:41
May Lady;Saya kesel dengan aplikasi zoom nya download nya lama baget terus berulang ulang lagi;1;2021-12-24 13:58:48
Thunder Pasya;untuk sekarang saya kasih rating 2 karena kok dihp saya gak ada fitur virtual background?;2;2021-12-24 13:00:10
Masyitha Abubakar;Bagus;2;2021-12-24 12:58:04
25_Nhimas Ayu Kinanthi;storagenya gede bgt sbzhsjnsnsj;3;2021-12-24 12:35:46
Agung Setiawan;Pakai untuk yang kedua kalinya, semoga sinyalnya bagus;5;2021-12-24 12:18:29
Jeverson76 76jeverson;Baik;3;2021-12-24 12:18:20
Elhidayah Suni;0k;5;2021-12-24 12:12:46
Christian;Good apk;5;2021-12-24 12:05:27
Chimmy Boy;Aplikasi nya sangatlah bagus terimakasih yang sudah membuat aplikasi zoom ini;5;2021-12-24 12:04:21
Deni Widiyati;Bagus sangat membantu;5;2021-12-24 12:03:53
Bunda Neli;Semoga hasilnya bagus;5;2021-12-24 11:55:33
Charrys Makolano;Thangks;5;2021-12-24 11:52:24
Siti Nurkhasanah;Aplikasi zoom sangat membantu saya saat daring. Namun saya sedikit kecewa, kenapa hanya beberapa hp saja yang bisa virtual baground. Tolong buat agar semua hp bisa menggunakan virtual baground. Terima kasih??.;4;2021-12-24 11:39:24
aris kusnadi;best;5;2021-12-24 11:07:07
Soft Playzzz;Yh gud;5;2021-12-24 10:29:50
Adrien Presto;Ok;1;2021-12-24 08:08:10
regan fajar;Dulu lancar lancar aja eeh pas lama kelamaan nama gua pas meeting gamuncul malah titik ( . );2;2021-12-24 07:07:47
Ridwan Nullah;Sangat baik;5;2021-12-24 06:57:08
Zainuri Bayu;Bagus;5;2021-12-24 06:46:51
Musliana Musliana;Zoom meetinge ini ngk jelas udh di download 100% malah ulang 1%;1;2021-12-24 06:41:14
Uchu Rubiah;Cukup baik. Memudahkan interaksi online. Tks;5;2021-12-24 06:11:02
Keysa Putri;Bagus;5;2021-12-24 06:03:51
Bagus Rahmad Pratama;Oke;5;2021-12-24 05:42:10
Rumah Belajar Hekto;Supaya bisa muncul virtual background itu gimana ya?;4;2021-12-24 05:41:56
Abdul mukti;baik;5;2021-12-24 05:26:44
Reyshia Shapira Lestari;Zoom;1;2021-12-24 05:05:01
Apolo James;Bagus zoom;5;2021-12-24 04:59:12
Distributor Melia sehat sejahtera Rahmat;Bagus;4;2021-12-24 04:25:51
Atep 1212;Nice;5;2021-12-24 04:18:29
annisa deviyanti;Baguss aplikasi nya ??;5;2021-12-24 03:46:13
Zydan Syaqif;Awsome;5;2021-12-24 03:45:51
Yulia Serli;sudah berbagai usaha sy alami tapi tidah berhasil ,;1;2021-12-24 03:35:56
evi Lestari;Heh ko bisa si anj;1;2021-12-24 03:31:38
Suwandi Erikson Nababan. SH;Keren mantap;5;2021-12-24 03:16:55
istifa rohan;Gimana caranya biar hemat kuota ??;4;2021-12-24 03:10:39
Dedi Setiawan;Ba be terbaik;5;2021-12-24 02:49:26
Eko SM;Kenapa aplikasinya jadi 140+ mb???;3;2021-12-24 02:46:41
Azhar Saefuloh;Cobaa;4;2021-12-24 02:01:38
Basuni Oke;Susah downloadnya;5;2021-12-24 01:59:57
Yuventa Solly;Good;5;2021-12-24 01:11:47
Hilwana Zafirah;Cukup bagus, tapi mohon diperbaiki lebih baik lagi. ????;4;2021-12-24 00:41:14
Listiana Tjandrawati;Bagus;5;2021-12-24 00:29:57
Aiish 6;Kenapa susah di instal;2;2021-12-23 23:08:04
Huril Apriani;Mantap;5;2021-12-23 22:56:15
Budi Suryanto;Solusi di masa pandemi covid19..;5;2021-12-23 22:22:27
Ahmad Abidin;Baru coba;4;2021-12-23 22:22:20
Soetomo Lecturer;Professional;5;2021-12-23 19:24:36
Subangga Anugrah A;awesome;5;2021-12-23 18:03:13
Mur Dani;Ok;5;2021-12-23 16:57:07
maman Tomy;Belajar Berbagi Pengalaman....;5;2021-12-23 16:44:48
Ibu Suharni;Mudah mudahan bermanfaat untuk kita bisa ikuti seminar x yg penting.;4;2021-12-23 16:14:45
TN ART Studio;Gabut;1;2021-12-23 15:19:01
SUDHAMART;It's Amazing;5;2021-12-23 14:23:46
30_Puput Maylina;Bgus;5;2021-12-23 14:06:54
Jigur gilo;Udaa dua kli down ngabisin paket lgii akhirnya juga ga bisaaa di down ... Nyesel down ini ?? ?? ?? ??;1;2021-12-23 13:44:50
Erna Sinaga;Ini kenapa yah baru minggu lalu di update cuman 39 mb kenapa sekarang 147 mb untuk di download kecawa saya;3;2021-12-23 13:26:12
Agustina Susardhi;Bagus sekali;5;2021-12-23 13:25:43
Rahmat Hidayat;Good ??;5;2021-12-23 13:12:39
Indra Sujarwo;Ribet.;3;2021-12-23 13:02:58
Abdi channel;Baik;4;2021-12-23 12:56:51
Rahman Susila;Ok;5;2021-12-23 12:16:09
Arsya Seandy;Aplikasi terbaik ????;5;2021-12-23 12:16:01
Bagus Novian;mantul;5;2021-12-23 12:09:06
Endah Bintartiningsih;Ok;5;2021-12-23 11:57:15
Fighter Money;Sebenarnya ga terlalu penting2 bnget sih di bandinkan dengan wa yg juga bs bkin grup;3;2021-12-23 11:16:37
SEPUTAR BANDARA;Knapa saya tdak bisa download ini apliksai ??;3;2021-12-23 10:20:17
Dewi Damayanti;Ok;5;2021-12-23 09:47:09
hamid nnzz;Sangat membantu;5;2021-12-23 09:20:46
Azizah putri Wardani;Kenapa kok susah diinstal lagi;2;2021-12-23 09:16:39
Nurcahaya sagala;Hebat bagud;5;2021-12-23 08:50:48
Kim SEO hyeon;Boleh kasih saran ya itu klo on cam dikasih filter dong biar muka gw gk burik heheheh;5;2021-12-23 08:50:45
Daniel Jos;Untuk belajar daring;4;2021-12-23 08:46:29
Ludfi Wahyudi;Ok;5;2021-12-23 08:32:45
sagitarius 72;Alhdulilah baik ,sangat membantu seklai , semoga ke depan semakin inovatif;5;2021-12-23 08:21:52
Nurdiansyah Nurdiansyah;Okeee;5;2021-12-23 08:11:43
ILham God;Tidak bisa di download;5;2021-12-23 08:09:38
Nono Noni;??;5;2021-12-23 08:01:26
Arianto MIkhsan;Biar bisa bagurando;5;2021-12-23 07:57:08
Pekan Baru;Bagus tpi kota terbatas;5;2021-12-23 07:49:13
Bambang Anas Hariyoto;lanjut;3;2021-12-23 07:46:51
ida hayati;Sangat membantu;4;2021-12-23 07:43:14
asim belang;Bagus tp masih ada ribetnya;2;2021-12-23 07:20:26
Eva Noortjahja;Ok??????????;5;2021-12-23 06:47:43
Hery Supriyanto;Pelaksanaan zoom cukup lancar.;5;2021-12-23 06:35:45
DEVY FATMAWATI;Ok;5;2021-12-23 06:20:26
Wulan Novitafitri;GREAT!;5;2021-12-23 06:16:36
Eko Purnomo;Sangat membantu swekalih??;5;2021-12-23 05:59:10
Nur Saradan;Tolong mb Nya Dikurangi Saya Tidak Bisa Dowload;1;2021-12-23 05:49:57
Adinda Lestari;Ko sekarang kapasitasnya besar ya, 149mb :(;4;2021-12-23 05:28:05
R`Dty;Gila 143 Mb;1;2021-12-23 05:26:39
Agung Albert86;Bagussssddd;3;2021-12-23 05:03:52
Heri Supianto;Efektif, sangat membantu;4;2021-12-23 05:02:03
Marni Aulia;Mantap.....??????;5;2021-12-23 04:53:27
Fauzy Ahmad;Bagus;5;2021-12-23 04:36:34
Wira Sara;??????????;5;2021-12-23 04:30:37
18.I WAYAN JUNI ARTAWAN;Bagus;5;2021-12-23 04:29:28
Chepy khilman Efendi;Gede juga updated nya;5;2021-12-23 03:59:56
El Arbak's;Bagus sekali;5;2021-12-23 03:59:01
Roni Sopiansah;Ok;4;2021-12-23 03:54:42
Tania Valerina;Saya butuh virtual backgrond saya sudah update berkali kali tetap tidak bisa;2;2021-12-23 03:47:21
Sindi rahma dwi putri;Knpa ngk bsa d dowloddd;1;2021-12-23 03:45:19
widodo suprapto;Good;5;2021-12-23 03:38:10
Gibran Azhar Sopyan;Top;5;2021-12-23 03:30:11
Indah Ngaliyah;MB nya terlalu besar untuk memori dengan Ram kecil seperti HP saya yang sangat kentang :v diperkecil lagi yaaa;1;2021-12-23 03:07:31
ZENGLING Simbolon;Kontl;1;2021-12-23 03:01:15
Zuhera Zuhera;Mantaapp;1;2021-12-23 02:53:59
Ichal chem;Ok;5;2021-12-23 02:53:52
Vina Mardiana;O Q K@ lw wa l;5;2021-12-23 02:49:23
putra nugraha;??????;5;2021-12-23 02:41:56
Muhammad Asrofi;Yooi;5;2021-12-23 02:36:06
Rossi 4693;Niceee;5;2021-12-23 02:34:58
Day Matt;Minta di perbarui tp 140an MB ???????? Ngerampok lu yeee..... !!;1;2021-12-23 02:18:46
Aan Nuansa;Mantap;5;2021-12-23 02:14:34
Kiren Padji;Bagus;5;2021-12-23 02:04:17
Melati Khaira;Keren, sangat membantu;5;2021-12-23 02:00:52
Pras Teguh;Ok;5;2021-12-23 01:49:44
Adnan Triyono;Gk bisa pakai background di HP tolong ada kan fiturnya;4;2021-12-23 01:01:26
Agus Subroto;Mantap;5;2021-12-23 00:43:06
Yogy Taufikurrohman;Nice;5;2021-12-23 00:40:31
Najwa Aulia;Ukurannya jadi besar;4;2021-12-23 00:31:35
Daryono Hadi;Is good;5;2021-12-23 00:14:46
Siti Hajar;Bisa belajar onlen;5;2021-12-23 00:08:05
Aswardi;bagusssssss;5;2021-12-22 23:37:51
Is Mila;Mmbntu;5;2021-12-22 23:27:06
Mutiara Azeeza;Aplikasi penyiksaan??;3;2021-12-22 22:55:32
Nissa F.N;Mohon dibantu kok saya gak bisa menginstal aplikasi ini ya;1;2021-12-22 20:46:43
Nofia Budo;Good;5;2021-12-22 20:42:40
Kritzy gaming official;Bagus;5;2021-12-22 19:30:50
Tince Parapat;Baik;5;2021-12-22 18:11:49
Sumarno Hasyim;Bagus;5;2021-12-22 16:44:40
I Wayan Arianto;Sy kasi nilai 2 bintang karena apl zoom belum bisa pakai virtual bacground di hp;2;2021-12-22 16:33:25
Angel Manabung;zoom bagus kok, cuman yg ngeselin kenapa di beberapa hp gaada fitur virtual background. Pusing banget dari tadi nyari nyari cara. Besok ada acara online harus pake background terpaksa gabisa ikut karna takut dimarahi guru. Tolong ya, adain semua fitur ini disemua hp. Bukan cuma aku doang yg jd korban, ratusan orang diluar sana juga banyak yang kaya gini.;3;2021-12-22 16:23:29
Agung Anti;Mantap;5;2021-12-22 15:34:00
Edy Susanto;4 bintang dlulah...klo sdh ada virtual background buat hp android jadi bintang 5 dehhh;4;2021-12-22 15:31:19
sopian Sori;Mantul apaknya;5;2021-12-22 15:26:25
umah diuma;Very good;2;2021-12-22 15:16:35
Eko Nur Sophianto;Kerenn;5;2021-12-22 14:47:26
ACHMAD NOOR FIKRI;Mantul;5;2021-12-22 14:07:02
ridwan45 Werwer;Sangat baikk;5;2021-12-22 13:59:51
MEMBAGI KASIH SESAMA KITA;Sangat mwmbantu;4;2021-12-22 13:43:07
Gusti Amelia Sari;Ca;5;2021-12-22 13:22:45
Adia Nova;Ok;5;2021-12-22 13:21:28
Renny Maulani;Kenapa di xiaomi ga bisa pake virtual background sedangkan pas di cobain hp samsung bisa -_- Udah ganti hp xiaomi ke yg lebih baru, masih tetep ga bisa ganti virtual background nya. Kecewa asli;1;2021-12-22 13:20:39
peipei kidzchanel;good;5;2021-12-22 12:52:57
Halim Al Latif 93;ok okay;5;2021-12-22 12:50:15
dicky wicaksono;Tetap produktif di masa pandemic, ssmangat!;5;2021-12-22 12:50:10
Dicky Wiransyah;Nice;5;2021-12-22 12:31:01
Winny Winny;Bgs;5;2021-12-22 12:20:39
Arel Efendy;Ok;5;2021-12-22 12:00:31
yohaneswibisono yohanes;Lemot;1;2021-12-22 11:37:23
Fifie Ariefian;????????;5;2021-12-22 10:56:59
Sukinah Inah;Siip;5;2021-12-22 10:51:37
Lina Berliana;Bagus;5;2021-12-22 10:48:56
Edu Sipa;Ok;5;2021-12-22 09:46:33
Jakkon Tua Sihotang;Oke mantap;5;2021-12-22 09:44:20
syarif fudin;Bagus dan ber manfaat untuk meting;3;2021-12-22 09:42:39
anwar jo;Jumpa kangen,lewat aplikasi zoom ??;5;2021-12-22 09:37:23
Gita Utami;Zoommmmmmmmmm Plis jgn eror skrng;1;2021-12-22 09:32:40
Luthvia;Knp ga bsa di download trtunda trus ga jln2;1;2021-12-22 09:23:41
Gemindo Getsemani;Good and helpful app.;4;2021-12-22 09:15:03
ZOYA;Ok;5;2021-12-22 08:47:23
Ana D;Aplikasi jelek, setiap download ataupun update aplikasi ini MB nya besar;1;2021-12-22 08:42:07
Sawaluddin Eka Saputra;Ok;5;2021-12-22 08:09:21
Rahma Rufaidah 23;A love it ..;4;2021-12-22 08:08:57
Donny Ake;Good;5;2021-12-22 07:53:29
Wildan Alidie;Gede MB nya, didownload lama;1;2021-12-22 06:58:34
Creative HAND MADE;Saya download 3 kali sampai menghabiskan kuota tapi didak terinstal;2;2021-12-22 06:57:44
Robert Puji;Bagus sih tapi sayang ga ada background;4;2021-12-22 06:39:52
Azhar Fairuza M;Gmeet is better, this must download the apps first. If gmeet is can in browser, bad app, hard to use!;1;2021-12-22 06:37:21
Herul Saleh;Pandangan pertama dl.. Selanjutnya.. Kita lihat nnti..;5;2021-12-22 05:56:20
tuslam 12;Nice;5;2021-12-22 05:55:47
Luna Ramadhani;aga ribet, but thanks;4;2021-12-22 05:53:01
Heri Setiyo Nugroho;Memudahkan komunikatif antar negara jarak jauh daripada pertemuan repot;5;2021-12-22 05:47:17
De Yusman;oke;5;2021-12-22 05:34:56
Amelia Putri;Aplikasinya gak bisa di Download;1;2021-12-22 04:59:57
Hidayat Muhamad;Ok;5;2021-12-22 04:43:00
Aini 123;Sangat membantu dalam prores pembelajaran daring;1;2021-12-22 04:29:48
20_ Muhammad Funar Rafie;Sudah cukup baik, saran saya cobalah untuk memberikan fitur kunci microphone dan camera. Pengalaman pribadi saya, kejadian saat microphone/camera tidak sengaja diclick adalah hal yang merepotkan bahkan, berpotensi memalukan.;5;2021-12-22 04:16:20
raja rifka;Luar biasa pembelajaran via zoom;5;2021-12-22 03:52:36
Misa Mardiati;Good job;5;2021-12-22 03:36:46
Asep Yasri;Semangat jiwa online;5;2021-12-22 03:22:20
Arifz perasetiyo;Aplikasi nya sangat sangat sangat membantu;5;2021-12-22 03:16:31
The Agil;Bagus;5;2021-12-22 03:03:23
Wiliater Lemauk;Berpengalaman mengenakan Zoom dalam perkuliahan online;5;2021-12-22 02:46:36
Aridha Utami;Masih belajar;3;2021-12-22 02:40:35
Abdul Rohim Rohim;Sangat membantu;5;2021-12-22 02:39:30
Hariani Ningsih;aman...;5;2021-12-22 02:12:05
DF K;Apa ini miskah?????;4;2021-12-22 02:02:58
Ahmad Huzaifi;Thanks much;5;2021-12-22 01:01:42
cahaya intan mustika;Eror ngg bisa di buka;1;2021-12-22 00:29:11
Sadham Aziz Arifin;Bagus;5;2021-12-22 00:24:06
Hendri Cisauk;Aplikasi zoom belajar online Daring;5;2021-12-21 23:36:03
Muhammad Rohman Susetyo;Sangat bagus;5;2021-12-21 23:13:00
Fransina Dike;Sangat baik;5;2021-12-21 22:07:32
Pipin Jumiati;Bagus;5;2021-12-21 19:44:08
Benny M Sya'ban K. H.;No doubt......;5;2021-12-21 17:04:19
ali nasution6;Untuk ngantor ketemu oke lah;5;2021-12-21 16:02:47
Akun LittleHome;Ok;5;2021-12-21 14:30:11
Rama Amirdin;Goood;5;2021-12-21 14:16:12
naqayya artian;Bagus;5;2021-12-21 13:40:20
Hasyim Asari;??;5;2021-12-21 13:38:26
Titik Satmoko winarni;Bagus;5;2021-12-21 13:29:13
Petrus Zebua;Ok;5;2021-12-21 13:10:14
Ariel Masae;Bagus;5;2021-12-21 13:04:45
zefanya kevinyushaq;Setiap mau sign in selalu gak bisa padahal kata sandi dan email sudah jelas dan benar, sangat menyebalkan;2;2021-12-21 13:01:58
Rober Jemali;Mantap sekali apknya. ??;4;2021-12-21 12:56:23
