content;value
Yang tau jasa kirim cepet atau engga nya itu BUYER!, bukan elu sopii !! Buyer bayar tapi elu yang ngatur!! Gw ngikut lapak di elu juga bayar cok!! bayar lapak lebih mahal dari marketplace sebelah!! jangan lo monopoli juga jasa kirim secara random gitu ! LU MULAI OTORITER YA COK!!;Negatif
Dengarkan pendapat Customer bahwa upgrade versi terbaru dgn metode jasa kirim tidak ada pilihan dan terkesan mahal menjadikan belanja tidak menyenangkan...Pelangan anda menjadi kecewa...tolong kembalikan kpd kebebasan memilih jasa kurir yg kami terpercaya...;Positif
Susah pengen tau posisi barang kita sudah dimana.. tulisannya cuman barang sedang dikirim ke kota tujuan, sudah 3 hari sperti itu.. apa cuman si cepat yg kaya gini ya... haduuuuh payah;Positif
Shopee sekarang makin susah aja ya .Soal yg pertama. Untuk jasa pengiriman gak bisa pilih ekpedisi ke.2 tidak bisa buka fitur chat dengan cs shopee ke.3 sering gagal checkot (f16) itu maksudnya apa. kalo tidak pakai spaylater sudah saya hapus ini apk;Negatif
Mohon maaf nih buat shopee, semenjak berlakunya system random kurir jadinya aneh, yang awalnya betah jadi males sekarang akibat kurir random mending kayak awal lagi bisa milih sendiri, saya dah dapet 3x random banget kurirnya mana status lama pula jadi agak disayangkan jadinya. Klo update selanjutnya diperbaiki atau dihilangkat ulasan saya akan saya ganti mungkin itu keluh kesah dari saya;Negatif
Ayo laa ini yang berkeluh kesah para seller seller setia di shopee lho, yuu berikan hal yang bisa menunjang para seller seller ini lebih baik dan giat lagi berjualan di shopee. Takutnya pada pindah ke marketplace lain lho huhuh Tolong untuk flashsale pemeriksaan produknya kalau ada penjuak yang salah dalam upload itu bisa di edit ulang dong, BIAR BISA IKUTAN FLASHSALE. Tolong perbaiki !;Negatif
Buat admin shopee nulis angka harga yang bener. Harga barang 15.000 nulisnya 15500.0 kurir yang kerumah minta bayar 155.000. Tolong lebih detail untuk penulisan harga, titik dan angka NOL di tulis dengan benar, rugi saya orang rumah bayar 155.000 kurir nya ga ngerasa uang setoran nya lebih;Negatif
Ingin tampilan ekspedisi di kolom checkout seperti dulu lagi. Pembeli adalah raja. Percuma ada marketplace bila tidak ada pembelinya. Ga akan kalian bisa gaji karyawan kalian kalo semua pembeli kabur karna sistem yg menguntungkan penjual dan pihak shopee aja. Hargai pembeli !!!!!;Negatif
Kebijakan baru membuat pengiriman menjadi lama. Bahkan lebih lama dari La*ada. Sungguh mengecewakan. Semoga cepat diperbaiki. Barang saya jadi tak sampai sampai di tempat. Mentok 2 - 3 hari di drop point. Kan kacau.;Negatif
Masih saya kasih *4 . Soalnya shopèepaylaternya ga kemabli kaya dulu limitnya ga naik2, pdahal pembayaran on time, gtau ga ngerti, kayanya pembayaran on time tdak mempengaruhi kenaikan limit Spaylater, padahal uda lama bgt pembayaran on time trus....;Positif
Kecewa gabisa pilih jasa pengiriman sendiri , diperbarui malah makin lemot. Tiap mau pake vocher jambore pas check out lama. Tau2 vocher gabisa dipake karna abis kelamaan loading ! Tolong kembalikan ekspedisi jasa kirim yang dulu agar bisa milih !;Negatif
Jasa pengiriman ga bisa dirubah, kurir langganan padahal bagus&cepet, jadinya pesanan dianter ga jelas hampir seminggu ga datang, dinotif diantar kurir, diantar kurir sampek 5hari? Pdhl jaraknya cuman 5km..shopee express taik banget. Tampilan UI/UX berat& ga ramah banget, bug forxe close ga diperbaiki. Penurunan terbesar dari shopee, ngiklan&diskon mulu, tapi kepercayaan&kenyamanan belanja diabaikan;Negatif
Harusnya sudah tahu ya karena banyak yg protes jg! Mohon kebijakan ttg jasa kirim dihilangkan saja, semua sudah nyaman dengan sistem yg dulu, bisa langsung pilih jasa kirim sesuai keinginan, gak usah dipilihkan, gak penting! Please!!! Ribet!!!;Negatif
Kenapa bintang 1 ? Kalau ada bintang 0 bisa kasih ulasan juga aku kasih bintang 0. Kenapa ? Pikirlah sendiri. Egois, jaskir dipilihin, lebih susah lebih ribet. Udah gitu kalau jualan ambil biaya admin nya gede banget, kalau gini caranya. Orang lain bakal milih MP sebelah daripada ini. Tolonglah jangan egois sendiri, bijaklah dalam memilih keputusan??;Negatif
Update kali ini sungguh mengecewakan, terlebih untuk konsumen yg tidak bisa memilih jasa kirim dan hal ini membuat seller juga terkena imbasnya (orderan menurun). Enakmu belum tentu enakku, kurir kok gatcha. Hati-hati shopee, update kali ini bisa meruntuhkanmu suatu saat!;Negatif
Kenapa ga pake jasa kurir lain ? Jujur pakai shopee expres lama bisa sampai 4 hari baru nyanpe beda dengan J&T dan JNE paling lama itu cuma 2 hari.. Tolong adakan lagi piliham jasa pengiriman lain terutama J&T dan JNE..... Terima kasih;Negatif
Sekarang gk bisa pake J&T lagi padahal bulan kemarin gw order barang dishophee hampir 20 paket per bulan sekarang berasa malas, masa dalam kota yang sama butuh 2 hari pengiriman, kalau J&T gk sampai 1 hari nyampai,TOLONG DIPERBIKI LAGI, kalau masih sama mohon maaf OTW pindah ke apl sebelah;Negatif
Hello developer shopee, saya maw tanya saya kan seller baru nii dari shopee nah saya maw daftarin toko saya ke gratis ongkir, nah saya sudah aktifkan sudah foto KTP lah.. dll, tp saya check di akun + hp ortu saya kaga bisa make voucher gratis ongkir nya, nah.. anehnya saya check lagi di akun toko saya katanya 'selamat Toka anda kini telah terdaftar gratis ongkir', blablabla lah..aq chek kembali koq kaga bisa????(udah 3 HR berlalu nii, iya begimana, syeddih aqw, kan lebih enak dapt freeongkir);Positif
Sekarang gabisa milih pengiriman jasa j&t hadeh Padahal yg cepet cuma itu yg lain lama , sejak ada pengubahan di pengiriman jadi lebih ribet , dah saya udah top up ini shopee lama-lama udah gak jelas , lain Ama yg dulu kesukaanku pas belanja sekarang yah jadi pen ke yg lain aja jadinya ,gua cuma kangen shopee yg dulu bukan yg sekarang;Negatif
Sy suka belanja di shopee, semua produk ada, sering ada promo. Semoga stelah update shopee big ramadhan sale apk jd lancar gk keluar2 sendiri. Kenapa skrg jasa kirim pilihannya cuma regular dan hemat gt aja, knpa gk dkasih pilihan ongkir yg murah;Positif
Maaf yaa , kemarin saya kasih bintang 5 sekrng aku turunin lagii . Karna shopee yang sekrang udah ga asik aku udah nyaman sama JNT tapii sekrg JNT tidak ada layanan???? Kecewaa banget sama shopee!!!. Aku harap bisa kembali seperti dulu lagii;Negatif
Terpaksa bintang saya kurangi Kirain hanya saya saja yg begini gak taunya pengguna lain jg sama.mau login gak bisa jaringan bermasalah silahkan coba lagi..tolonglah cepat diperbaiki pemeliharaan sistemnya dan saya percaya shopee memang aplikasi belanja online yg bagus dari pemesanan tepat waktu,pengembalian dana jg tepat waktu gak ribet dan metode pembayarannya jg gak ribet kayak apk lain..;Positif
Opsi pengirimannya kayak taik,burik,katanya bisa cod tapi malah mau pilih cod gabisa.,.opsi pengirimannya hanya tiga reguler,hemat,kargo,....saran nih kak...lebih baik anda hilangin iklan di tv shopee yg iklannya shopee pasti cod pasti aman....ga becus...disini kalo ga cod susah bayarnya....tempat pembayarannya paling Deket 30 kilo...jadi kalo ga cod mau gimana lagi pemesanan harus di cancel...;Negatif
Di update bukanya tambah nyenengin cust. Mlahan membuat jengkel pengguna.Opsi pengirimannya kenapa harus shopee yang nentuin,daerah berbeda,kenapa musti di monopoli seperti ini, kita sebagai pelanggan dan pembeli seharusnya di beri kebebahasan tentang jasa pengiriman, sudah banyak yang ngasih rating buruk, mohon segera di perbarui, kembalikan hak pelanggan sebagaimana mestinya!!!mohon kembalikan seperti dahulu...!!!;Negatif
Awal saya kasih lima sekarang dua dulu... Ntar kalo jasa pengiriman bener kayak dulu baru dah lima lagi. Sekarang tuh jadi mahal gag bisa pilih. Sekalipun bisa ya tetep segitu gag rubah. Semoga segera ada perbaikan.;Negatif
Maaf sebelumnya udha kasih bintang 1,jujur aku kecewa banget dgn aplikasi ini sblm ada masalah seperti ini suka banget belanja dishopee apa-apa belanja di sini tapi untuk skrng ada perubahan Jasa kirim gak bisa milih jasa kirim J&T EXPERIENCE dan jasa yg dipilih lebih mahal pengiriman ya jadi sangat-sangat kecewa dengan aplikasi ini bagus pakai Lazada dan TokoPedia;Negatif
Aplikasi makin lemot, kadang kluar sendiri ketika loading. Promo Voucher gratis ongkir tp bnyak syrat dan ketentuan tdk seperti dulu lagi, bahkan voucher gratis ongkir min blnja 0 rupiah tdk bisa digunakan. Payah bnget lah sekarang nih shoope;Negatif
knp Sekrang Mala gini nama ekpedisi nya GK ada di kemanain? Sekarang Mala kami udh GK bisa milih jasa ekspedisi lgi. Setelah tahu gini sy langsung download apk lapak sebelah udh GK asik lagi pakek apk Shopee. Sungguh sangat mengecewakan bagi kami yg berlangganan udh begitu lama.;Negatif
SHOOPE mengalami kemunduran, krn pilihan kurir ekspedisi dihilangkan menjadi otomatis sehingga tidak bisa memilih kurir sesuai keinginan, mengecewakan tidak bisa menggunakan kurir ???? langganan, meskipun akun saya status sdh platinum lebih baik pindah ke BUKALAPAK/TOKOPEDIA yg masih kurir bisa milih sendiri;Negatif
Makin aneh-aneh saja kebijakannya. Sebelumnya ada fitur tawar yg setau saya belum diperbaiki celahnya. Lalu sekarang ada lagi masalah terkait pemilihan jasa pengiriman ditentukan oleh sistem yang imbasnya merugikan seller (ga bisa langsung proses, harus nunggu kurir dipilihkan) & buyer (harga ongkir dipukul rata yg tertinggi). Ini memang tidak ada QA/QC fitur kah? Tanpa adanya tes fitur terlebih dulu, dan langsung lempar ke user?;Negatif
Saya seller.ada pesanan pakai si cepat reg Saya sudah kirim sesuai pesanan dan status sudah di terima costumer.tapi costumer bilang belum terima dan klaim pengembalian dana.saya ajukan banding ke shopee dengan bukti acc barang di terima dari ekspedisi si cepat.anehnya pengembalian dana di setujui..lucu kan????yang salah sapa???seller???????sudah admin seller gede banget..ga adil.harusnya bantu teruskan ke ekspedisi..payah lama2 shopee..;Negatif
Saya sering belanja di shopee. Tapi sangat disayangkan ini kedua kali nya paket saya di putar ke daerah lain. Yang pertama sampai sulawesi. Yang kedua ini sampai surabaya. Padahal saya beli dari jakarta tujuan Jogja.;Positif
Membantu banget, seneng selama ada shopee. Banyak diskonnya. Tapi kok jasa pengirimannya pada ilang. Nggk bisa milih jadinya. Kan nggk semua daerah bisa menggunakan jasa yg lain. Bagusan sebelum pembaruan sih;Positif
Shopee makin sini ga seroyal dulu , saya pengguna shopee dari 2017 nyaman di apk ini karena barang yang lengkap dan ongkir yang murah, tiap hari saya bisa 10x co tanpa keberatan ongkir . Skrg nahan belanja 1bulan 1x. Di apk sebelah ongkir ke rumah saya 9rb di apk ini bisa 18rb dari lokasi yang sama;Negatif
aplikasi kebanyakan menu. jadinya lelet nya minta ampun, ternyata bukan aku aja yang alami, teman teman juga yang lain alamin, di klik klik gak respon. hadeh, uninstall aja.. makanya menunya jangan kebanyakan boss;Negatif
Terlalu banyak aturan skrg. Kasian pembeli saya yg mau sistem cod harus nanggung biaya penanganan. Lumayan mahal lagi biaya nya. Klau gtu kan toko saya jadi sepi. Krn kebanyakan dr pembeli saya yg mau pakai sistem cod loh;Positif
Shopee?? Tolong kembalikan jasa kirim yg kaya dulu aja,sumpah kek gini gaenak banget saya belanja barang belum sampai-sampai susah banget kaya gini?? Lama di jalannya plis ubah aja yg kaya dulu sudah enak sama shopee yg dlu eh malah jadi kaya gini ?? Paket ku ga sampai-sampai lohh padahal itu pesenan org udah bayar duluan Ubah aja yg kaya dulu,kalau udah di ubah aku bakal ubah rating ini;Negatif
Bagimna ini yah pihak Shopee. Pantes gk ada yg cekout di toko para penjual. Ternyata semua jasa kirim di nonaktifkan dan di suruh atur ulang. Sedikit saran, kasihan kak para pedagang dan seller yg menunggu pembeli cekout dan ternyata gk bisa cekout karena jasa kirimnya di nonaktifkan. Dan juga kenapa pilihan jasa kirim hanya tersedia yg reguler tidak bisa pilih seperti j&t, JNE, dll. Gk tau knpa semua harga jasa kirim sama semua. Kasihan pembeli yg berada di luar pulau.;Negatif
Ini shopee knp jasa kirimnya jadi lebih mahal sih min? Tidak bs memilih pengirimannya seperti sebelumnya. Aplikasinya jg selalu keluar terus. Gak bs buka yg lain. Kalau mau buka yg lain balik lg ke halaman depan lg. Susah transaksinya. Keluar2 terus. Sudah di update jg bgtu terus.;Negatif
Buat shopee, kalo mau benerin apk tuh jd lebih baik bukan malah makin buruk, kata nya bisa pilih jasa pengiriman tp ko setelah pembayaran, kalo mau cari untung, ngotak dikit lah, sama aja bohong itu mah, udah dibayar semua baru bisa ganti jasa pengiriman, jadi males belanja dishopee;Negatif
Karena sistem shopee tidak dikembalikan seperti dulu. Fix uninstall shopee, pindah ke sebelah yang bisa pilih expedisi. Yang tau expedisi terbaik didaerah itu ya pelanggan bukan pihak shopee. Lebih baik bayar lbh dkit buat ongkir dr pda dpet free ongkir tpi 1 minggu lebih bru sampai;Negatif
Dlu saya kasih bintang 5, sekarang saya kasih bintang 1.. gak suka sama sistem jasa kirimnya.. gak bisa milih, kalaupun bisa milih harus nunggu beberapa jam stelah penjual merespon, ribet harus bolak balik keluar masuk akim shopee cuma mau ganti jasa kirim.. lebih baik pakai kebijakan jasa kirim yg lama aja dech..;Negatif
Plsss ni ya shopee lama2 klw gini trauma belanja di sini, pdhl udh nyaman banget dr dulu, tapi knp skrg jasa kirimnya makin ribet?? katax bisa di ubah pas pesanan nya selesai, tapi gada tuh kata 'ubah' nya pdhl udh pake reguler, alhasil paket byk kendala sblm nyampe rmh, klw kurir langganan mah tinggal duduk nyante, klw gini terus lama2 pindah lapak!!;Negatif
Maaf diturunin dulu Ratingnya . Gabisa memilih JASA PENGIRIMAN , kembalikan seperti dulu! Coba buktiin pake Kualitas . LAMA BUANGEEEETTTT PENGIRIMANNYA ! Notifikasi hanya notifikasi . Kecewa banget , BENER BENER KECEWA !;Negatif
Sekarang pemilihan jasa pengiriman lebih ribet,,Ongkirnya jd MAHAL...Kemarin coba ganti jasa pengiriman, ongkirnya sama ja, g berubah...Lebih mudah & nyaman dg sistem yg dulu...CSnya d chat ngasih info g sesuai yg d sampaikan...;Negatif
Kecewa sama shopee!. Pengirimannya lamaaa!. Pengiriman pake Shopee Express Same Day lebih dari 2 hari!. Masa Same Day sama kayak reguler!. Tolong dong diperbaiki jasa pengiriman nya!. Customer mau bayar hampir 3x lipat dari harga pengiriman reguler demi mendapatkan waktu pengiriman yg lebih cepat, tapi ini malah sama aja dengan yg reguler! Paraahh!!! Bener-bener kecewaaa!!;Negatif
Sudah sekian lama menggunakan shoppe tapi kenapa sekarang jasa kirimnya secara otomatis di tentukan oleh shoppe, tidak seperti biasanya kita yang memilih jasa kirim sendiri. Bagaimana ini. Tolong kembalikan seperti semula dulu;Negatif
Tolong Kembalikan shopee seperti dulu lagi, yg bisa bebas milih jasa pengiriman dan bisa milih harga jasa pengiriman yg murah, saya sekarang benar-benar gk nyaman menggunakan shopee... Pdahal saya suka sekali sama shopee.;Negatif
Bagus dan terpercaya, tapi semenjak shopee menggunakan kebijakan baru tentang jasa pengiriman yg tdk bebas langsung memilih sendiri.. aku anggap shopee sudah tidak layak menjadi flatform online shoping terbaik.. maaf ya..;Negatif
Good lah membantu penjual dan pedagang bertransaksi.... Cuma banyak pembeli yg pake sistem COD tp pas barang sampe ga mau bayar.. kasian seller, saran tolong aktifkan fitur COD hanya untuk pengguna yg sudah berusia 20 tahun lebih;Positif
Jasa pengiriman jadi otomatis y kak..Klo bisa dikembalikan lagi agar bisa pilih jasa kirim dari awal tidak bolak balik masuk shopee hanya mau ganti jasa pengiriman tiap bertransaksi jadi kerja 2 kali, klo pembelian bnyak tempat capek juga, tidak sempat atau lupa, smoga shopee merhatikan jga pembelinya jangan hnya sepihak kasihan kan sekarang sdah banyak pelanggan shopee.;Negatif
Game shopee saya sampe sekarang ngeblank terus...dah di coba update hapus cache,hapus data,sampe uninstal n instal lagi...tetep aja...padahal hp saya udah banyak yg saya hapus aplikasi2 nya,tp tetep aja...ngeblank...;Positif
Sering error skrg, pencarian hasil cm tertulis memuat aja gambar gk keluar. Blum lg tidak bisa pilih ekspedisi. Iya kalau dpt j&t sih cepet sampe, eh dpt shopee express 3hari masih di sortir aja. Cocok uda shopee error tambah ekpedisinya shopee express lelet banget. Ganti nama aja Lah malu pake kata 'express' tapi leletnya gak ketulungan.;Negatif
Wooooooooooyyyyyyyy,,,, ko g bisa isi alamat rumah terus harus terisi 90 karakter terus g bisa di selesaikan g jelas banget sih shopee ini perbaiki dong kayak mana mau tau ongkirnya klo alamat g bisa di ubah/di isi;Negatif
Shopee express taik. Lama kali nunggunya. Mengirim barang dari jakarta ke pekanbaru dan barang tak sampai 1 kg pun lamanya minta ampun. Ini udah 4 hari blm sampai2 juga. Ubah jasa pengiriman skrnag tak jelas lagi.;Negatif
Sangat kecewa dengan kebijakan monopoli ekspedisi yang dilakukan oleh shopee. Sangat sangat merugikan pengguna. Saya sudah pakai shopee dari awal berdiri di indo, dan kali ini benar2 kecewa dengan kebijakan konyol begini. Katanya bisa diubah setelah dibayar, nyatanya hanya sebagian yg bisa diubah. Katanya bakal dipilih yg terbaik, tp ujung2nya jadi shopee express standard juga. Hadehh kenapa dah kyk kumpeni dah main2 monopoli ?? Memalukan;Negatif
Lebih susah mengatur jasa ekspedisi Biasanya pake jasa ekpedisi langganan pengiriman dari luar kota/provinsi cuma 1-2 hari Sekarang jasa ekspedisinya ditentuin sama shopee pengirimannya sampe hampir seminggu Emang sih bisa dirubah dalam 1 jam pertama Tapi kalo pengiriman sudah dikonfirmasi sama seller kita udah ga bisa merubahnya Lebih ribet menurut aku;Negatif
Sudah mulai td malam aku chek out barang, tp mau bayar ngk bisa langsung kluar dari aplikasi, udah aku hapus chace,udah aku log out dan masuk lagi bahkan, tp ttep aja belum bisa payment pesanan aku.apa memang gangguan sistim atau gimna ini min?;Negatif
Opsi pengiriman sok tau. Hrs nunggu dulu baru bisa ganti. FYI dulu selalu pake jnt, waktu 3.3 pengiriman 3 hari dah nyampe. Stlh shopee ngeganti jadi JNE, paketan udh seminggu masih gada kabar pdhl SBY-JBG deket. Worth it si ijo sekarang;Negatif
Kenapa sih update nya kek gini? Kami costumer yang wilayahnya jauh jadi bertambah biaya ongkirnya , mending dipertimbangkan lagi updatenya , jangan sampai pelangan lari ke platform lain, soalnya saya dah nyaman belanja di shope..;Negatif
Sekarang udah gak bisa milih jasa kirim , barang udah dua hari dikurir tapi belum dianter , itu ya yang namanya pilihin jasa kirim terbaik ? Kecewa banget , biasanya sama-sama Jawa timurnya 3 hari sampai ini bisa sampai seminggu belum sampai rumah , kalo gini terus jadi malas Belanja di shoppe , terimakasih banyak sudah menemani sampai hari ini;Negatif
Bye shopee, dah males lah gua pakek lu, masak pengiriman gak bisa milih, dari Surabaya ke Mojokerto yang biasanya pakek J&T cuma sehari, ini malah di pilihin pakek ninja, auto terlambat barang pesanan ku, gila lah 3 hari baru nyampek alamat;Negatif
Saya kasih bintang 1 aja Soalnya kecewa sama sistem pengiriman shoppe yang sekarang, udh enak bisa pilih ekspedisi yg dlu, malah di ubah jadi gk nyaman pake yg sekarang gk bisa pilih. Mohon dipertimbangkan lg kebijakan dlam sistem pengirimannya;Negatif
Kecewa sama peraturan jasa pengiriman shopee kali ini, gak bisa pilih jasa pengiriman yg kita mau, sangat merugikan customer, tolong balikin lagi ke peraturan jasa pengiriman sebelumnya, pasti pada yg pindah ke sebelah klo kayak gini mah, customer pada rugi!;Negatif
Kemaren sempet kasih bintang 5. Berhubung ada peraturan pemilihan kurir otomatis, jadi kecewa. Order biasa pake si cepat 2 hari sampe, ini jadi lebih lama. Buatlah inovasi yang baik. Jgn malah bikin jadi buruk.;Negatif
Setelah di update gak ada pilihan pengirimannya. Sering pakai id express krna pengiriman cepat dan ongkir paling murah, kalau pesan banyak juga pakai cargo sicepat halu. Lahh sekarangg sudah gak ada. Parahh lah shopeee!!!;Negatif
Aplikasi e commerce paling berat makan ram. SUPERRRRR ngelag, padahal cuma scrool barang. Beda jauh sama tokopedia atau lazada yg buka aplikasi scrool sana sini tetap smooth. Ga kayak ini yg aplikasi berat kebanyakan iklan. Server lu urusin yg bener tot.;Negatif
Gimana nih min, udah apk nya lemot, pas udah mo checkout malab katanya voucher telah digunakan bla bla bla, pdhl blom kepake itu voucher nya, ya Allah skrng shopee makin gede makin ribet yah, malah kaya nya menyushkan pelanggan, skrng gatau dah gmn nasib tu voucher hm..;Negatif
Harga tidak sesuai, di promosi barang harganya Rp. 8.000, giliran masuk ke tokonya jadi Rp. 50.000, Shopee payah laa, ngasih event gak berguna, 'Serba Seribu' trnyata harga cuma dikurangin Rp. 1.000??ngakak Lol;Negatif
perubahan jasa kirim yang membuat jadi payah, beda daerah beda jasa kirim yang baik, harusnya seperti dulu lebih bik, kurir anterinaja mendigan gak usah diikutkan bikin nyesel paketan malah keliling sana sini gak nyampek nyampek;Negatif
Sangat mengecewakan, seharusnya ada perubahan sistem pengiriman akan memudahkan, ini malah makin menyusahkan kan. Banyak konsumen batal transaksi karena sistem baru. Jangan salahkan bila rame2 pindah toko sebelah.;Negatif
Opsi pengiriman sekarang tidak relevan ke semua pembeli, termasuk saya karena diluar jawa terpaksa harus pilih yg mahal karena opsi pengiriman hanya itu aja, jadi harganya jadi mahal, males Belanja di Shopee lagi gak kayak dulu ongkirnya murah sekarang dapat pengiriman ampas mahal pula, Kembalikan opsi pengiriman seperti dulu, kalau gak banyak customer pindah ke si Hijau kalau gini perkembangan nya, Bye SHOPEE????????;Negatif
Sejauh ini sya yg hanya sebagai pembeli, enak2 aja pake aplikasi online shop ini, soalnya mudah gak ribet kyk aplikasi lainnya. Byk gratis ongkir pula, apalagi sya bisa belanja di sni krna ada fitur COD yg mendukung ke daerah sya, krna tiap blnja sllu mengunakan fitur COD. Dan waktu ivent 99 kmren sya dpt dri shopee tanam 500rb, bingung mau sya belanjakan apa?? Mksh shopee.;Positif
Jelek banget sumpah. Penipuan... Udah nunggu lama supaya bisa beli flash sale. Tapi selalu produk habis. Apaan coba. Yang bener aja. Baru mau order. Ehh tiba2 shopie macet sendiri. Nyesel ngasih bintang 5;Negatif
Bagus, saya sudah empat menuju tujuh kali order di shopee. dan alhamdulillah belum ada kendala apapun. Transaksi pembayaran juga memudahkan kita yang belum mempunyai kartu kredit. Semoga tetap amanah. Terima kasih shopee;Positif
Aplikasi marketplace PALING LEMOT. Jaringan bagus wifi indihome. Main MLBB PUBG dan genshin impact lancar jaya. Tapi kalo buka shopee pasti lemot. Kebanyakan fitur ampe ada feed, live, sama games games segala.. Udah gitu game burik pun.. efek nya app jadi berat. Marketplace mah marketplace aja. Ide nya sih bagus tp app nya jadi lemot.. Jadi lebih suka tokopedia skrg.. Gak lemot dan promo nya lebih banyak.. Shopee voucher gratis ongkir aja makin lama makin berkurang. Pdhl udh platinum dari dulu.;Negatif
Wahh parah nih. Gak enak. Mending pilih kurir sebelum transaksi aja. Dari pada sudah transaksi. Saya alamat droppoint jnt. Kurirnya malah ID express. Bukannya apa sih tapi udah nyaman aja. Apa lagi saat ini pesanan banyak sistem memilihkan kurir kelamaan. Dan setelah 1 jam pas udah dia pilih. Gak bisa di ubah. Padahal pengen ubah tapi shopee ngelag. Tolong lah tim marketing di benahi lagi. Klo gini banyak yg pindah ke kompotitor kalian. Klo mau memonopoli ya cerdas dikit lah. Jangan dibuat gini.;Negatif
asli baru pernah nih kasih penilaian di aplikasi, selama beberapa tahun pake shopee cuma sekarang ini ngerasa ga nyaman yaitu sama SISTEM PENGIRIMANNYA yg jujur jadi gregetan sendiri ?? lebih baik yg sebelumnya sumpah, mau kasih alesan demi kenyamanan kita, pengiriman sesuai banyak atau enggaknya itu kaya ga ngaruh bgt sama penilaian sistem pengiriman yg sekarang ?? yg tadinya cepet sampe ini jadi lama banget ga maju maju status pengirimannya ???? plis bgt balikin kaya yg sebelumnya.;Negatif
Semenjak pengiriman diatur ma shopee, jadi lama sampai paket saja, pdhl langganan pengiriman yg biasa saya pakai,sangat sepat sampenya Yang jelas shopee sekarang ????????(sampah). Klo enggak ada perubahan seperti semula,lebih baik uninstal saja shopee, dan beralih ke belanja online yg lain.;Negatif
Ihhh sekarang pengirimannya jadi lama banget, sesama tangerang aja masa hampir seminggu, yg bener aja woyyy, makin lama makin parah dah pengirimannya, masa iya harus nunggu seminggu dulu, padahal butuh cepet, tolong lahhhhhhhhhhhhhh;Negatif
Saya kecewa sm app ini. Utk penjualan = Toko libur sebulan karena lg melahirkan tapi status starseller tau2 ilang. mana admin gede bgt dan utk pembelian = gak bisa milih expedisi pas sblm cekout diawal. Tolong diperbaiki seperti semula saja. Kalau ga mending sya buka toko jg di apks lain.;Negatif
Maaf, bintangnya dikurangi. Akhir2 ini pelayanan menurun, pengiriman buruk. Udah 2tahun lebih pakai shopee utk usaha, alhamdulillah seller nya amanah, ramah, responsive ,. Dan CS shopee nya pun sangat ramah, sopan,. Tapi sayang kenapa sekarang pengiriman nya otomatis gitu, gak bisa pilih jasa pengiriman lagi????suka sebel dapat jasa pengiriman yg lamaa.. Saran aku sih, pakai sistem yang lama aja. Biar makin nyaman dan senang belanja dishopee. Terimakasih??;Positif
Kemaren saya kasi bintang 5, tapi sejak kebijakan pembeli tidak boleh menentukan sendiri ekpedisinya (cuman dikasi pilihan reguler, hemat, kargo, instan dan next day) saya edit kasih bintang 1 aja. Kembalikan lagi seperti dulu, baru kasih bintang 5, sementara saya balik kabur ke BL dan Toped aja.;Negatif
Hari ini Saya edit, sophee tak asih bintang 1. Karena apa, pas hari 44 sopheeday, sophee ku error terus dari td, aplikasi sering keluar sendiri padahal sinyal full. Udah di upgrade masih sama error. Menyebalkan;Negatif
Aplikasi yang sangat-sangat buuruk. Semua pencarian tidak ada dalam bahasa kunci. Tolong musnahkan ini aplikasi. Terus buat akun baru pun bnyak kali tingkah nya. Selalu di sebut kan kata 'user name tidak tersedia';Negatif
Saya sangat senang denga shopee Tapi semenjak ada shoppe food, saya kecewa menjumpai bbro kali driver yg tidak ramah, kasar dan kurang komunikasi dengan konsumen ketika mengorder. Tolong lbih tegas tentang pelayanan dri driver kepada konsumen. Serta tlong di adakan note kita kpd driver dan resto di akhir pesanan untuk membangun pelayanan yg lbih baik;Positif
Kagak bisa milih ekpedisi . Al hasil kebayakan paket di kirim pake ekedisi shopee express . Dan hasilnya skrng para kurir shopee express pada mogok kerja dan akhirnya paket saya terbengkalai belum sampai rumah . Hadeuh udah kebiasaan kali ya Kalo apk yang udah fames makin sini bukanya makin bagus malah makin jelek . Padahal dulu gw banga banggain shopee sebagai salah satu best market place tapi sekarang ... Ah sudah lahh;Negatif
tadinya cinta bgt sama shopee ga pernah download aplikasi belanja lainnya, tp sekarang ga asik jarang ada gratis ongkir untuk pembayaran alfamart atau yg lainnya, gratis ongkir rp 0 di shopepay pun cuman bisa di pke 1 toko dan bukan rp 0, karna kalau kita belanja kurang dr 10 ribu ongkirnya jd nambah 4ribu atau kadang ga kepotong sama sekali, mau move ke si biru aja lah??;Negatif
Apa sekarang pembeli tidak bisa nentukan pengiriman lewat mana....???? Apa harus pihak shopee yg nentukan pengiriman lewat mana...!! JNT. JNE dll Semakin tidak menomor satukan pembeli Lihat kedepannya Kalau masih kayak gini Pindah ke tetangga saja;Negatif
Maaf bintangnya dikurangi, sebenarnya saya senang sekali berbelanja di shopee hanya saja peraturan baru mengenai pengiriman cukup merepotkan dr yg sebelumnya... Gak bisa pilih dr awal, dan zonk ketika kedapatan nya ekspedisi ninja Express duuhh dari Bandung ke Cimahi saja sampai 4-5 harian?? kecewa berat lahh...;Positif
Apa ini semua pengiriman di ubah, ongkir semakin mahal,teros gak bisa COD lagi,tambah ribet padahal udah beberapa tahun pakai aplikasi shopee selama ini bagus tapi yang ini mah bikin kecewa udah mau order barang tapi jasa kirimannya di ubah??next kalo gini teros bakalan pindah??;Negatif
