userName,content,score,at
Muhsin Bani,Gud,4,2022-04-18 03:52:41
Khoirul Khoirul,Apk ini sangat bagus,4,2022-04-18 03:36:36
Ahmad Mustolih,Baguus,5,2022-04-18 02:16:48
Divine Pattiruhu,sangat baik,5,2022-04-18 01:52:42
Andrew hutagalung,Sementara saya kasih bintang 3 karena setiap saya meet batre saya menurun dan hp saya jadi panas Itu saja dari saya dan terimakasih,3,2022-04-18 01:41:51
Siti Azizah,"Sangat bagus dan luar biasa, Suka sekali dgn pembelajaran ini, Bagus tuk msadepan anak"" Dan merubah akhlak anak"" lebih Baik lagi",5,2022-04-18 01:20:12
Rama Ali Saputra,Tolong jangan terlalu lemot,3,2022-04-18 01:10:59
Muhammad Luthfi,Sangat membantu,5,2022-04-18 00:43:36
Gabriela Togandu,👍🏻👍🏻👍🏻,4,2022-04-18 00:19:23
Yu Suf,Komtol,5,2022-04-18 00:09:11
Muhammad Arsal sinaga,Tidak bisa diakses,1,2022-04-17 14:13:00
Tuti adawiah,Suka memudahkan untuk belajar online,5,2022-04-17 09:57:11
Aaliyah Ivanka,G bisa di buka,1,2022-04-17 09:45:56
Bagus Luhur,Tolong di update aplikasinya pls,4,2022-04-17 09:05:21
seh cipto,Gambar bagus dan suara jernih,5,2022-04-17 07:59:49
Larka Jidan,Gg gimang,5,2022-04-17 06:48:01
syaekhan fathan hasan,Ok,5,2022-04-17 01:18:14
Olan Apriansya,Bagus banget,3,2022-04-17 01:12:51
dwieka novianty,Aku mendownload app ini untuk meet bersama teman. Tapi teman-teman aku bisa pakau background sementara aku tidak bisa. Tolong dimunculin fitur background nya. Nanti baru aku kasih bintang 5. Makasih,4,2022-04-17 00:21:37
Faldi Faldiansyah,Game burik,1,2022-04-16 17:40:36
Yasmin Mumtazah Yudistira / 26,Sekarang aplikasi google meet sudah bisa saya akses lagi,5,2022-04-16 07:00:41
Torrey Narendra Hadi,Bagus 👍🏻👍🏻👍🏻👍🏻,5,2022-04-16 06:43:13
Olivia,penting,5,2022-04-16 04:19:31
Siti Nariyati,Oke,5,2022-04-16 03:39:02
Novianto Adhi Darmoyo,Google meet saya tidak dapat open..?,1,2022-04-16 03:36:26
Zafar shafiq,Mantap layarnya cerah dan anti freeze saya cinta google meet,5,2022-04-16 02:31:01
Alberto Unenor,"Kok meet aku ga bisa di buka ,mohon bantuannya?",1,2022-04-16 02:01:26
sugi balabala,lumayan bagus dan lumayan membantu,4,2022-04-15 20:27:21
eni susilowati,Keren,5,2022-04-15 16:46:02
Theresia Zevanya S,Apk ini masa cuma bisa liat muka beberapa orang trus kita nga bisa liat Wajah orang nya lagi ngapain saya ditegur guru deh nga buka kamera,2,2022-04-15 15:19:17
8D_Anggarta Ofhan Yunianto,Developer Google LLC! Bolehkah Jika Anda Mengizinkan Update Versi Terbaru Untuk Tablet?,5,2022-04-15 13:50:02
10. Richo Febria Putra,Bug mic gabisa menyala,1,2022-04-15 12:48:56
Shayna Aufa,"Kecewa sih saya, kalo orang lain google meet mereka bisa pakai fitur back ground sedangkan saya tidak bisa. HP saya redmi 9c, hanya HP saya yg tidak bisa memakai fitur back ground padahal teman teman saya yg HP nya samsung realme sama infinix masih pada bisa. Ini tolong di perbaiki lagi",2,2022-04-15 12:32:24
Michael C Emond,Saya agak kecewa sama goggle meet soalnya banyak lag bug gak bisa join metting dan yang satu lagi uptade yang parah,1,2022-04-15 12:14:12
Dina Sopiana,"Kekurangannya kita tidak bisa melihat semua peserta meeting, kita hanya bisa melihat 6 perserta saja",4,2022-04-15 11:06:53
Oreza Sativa,Jaya selalu,5,2022-04-15 09:34:47
Fadil Manthofani Fachrizal,Nice,5,2022-04-14 15:15:39
Rafika Rafika,Saya agak kecewa pakai google meet saya sudah coba masuk malah keluar terus😢,2,2022-04-14 08:02:49
Boby Hermawan,better than zoom aps,5,2022-04-14 07:40:48
0080 /CAHYANI,Knpa saya ndk bisa menggunakan aplikasi ini,1,2022-04-14 06:46:24
Yuli anti,Goooooood.....,5,2022-04-14 06:12:50
Khasanuddin Usman,Shiip,4,2022-04-14 04:40:45
Ammar Firdaus,"Gak bisa record meeting di hape, tolong di update ya min",4,2022-04-14 02:39:04
Biyyu MLVN,"Ini cukup bagus untuk belajar,tapi Saya tidak bisa memakai filter Walau pun saya sudah update *SEMANGAT*",5,2022-04-14 01:29:31
Rini Santika,Orang bisa pake filter ko aku gak,4,2022-04-14 01:22:16
Sahprill Guntur,Berkali-kali download gabisa ke akses knpa yah?,1,2022-04-13 16:58:45
Rosmawati Muhamtahir,Bguss,5,2022-04-13 15:08:13
Aisyah Permaisela,Bagus',5,2022-04-13 15:01:44
RDN BL,good,5,2022-04-13 11:48:18
R Lietta,"Maaf sebenernya aplikasinya bagus, simpel, tapi kenapa sering keluar keluar sendiri gitu padahal jaringan saya bagus, hp normal loh. Dan mau masuk meeting lagi nggak terhubung. Dan akhirnya sampai kelas selesai pun, nggak bisa connect. Mohon diperbaiki..",1,2022-04-13 11:40:26
0hhMyyV3nny,Mantaff,5,2022-04-13 11:38:46
Muhammad Irfansyah,Gk bisa dibukaaaaaaa,1,2022-04-13 10:30:00
Amandakapitarauw Manda,Saya tidak bisa mengakses aplikasi ini. Tidak bisa dibuka. Atau digunakan,1,2022-04-13 06:40:35
Nurul Jannah,Tidak bisa masuk,1,2022-04-13 04:01:43
Eveline Maharani Putri,everything's good but can u add a history feature that can be viewed at any time?,5,2022-04-13 02:26:21
Ahlamia Aini,"Habis di donlot tiba"" ga bisa"" di buka eror, mohon bantuannya.",2,2022-04-13 01:22:29
RICO SUMARDI OPPUSUNGGU,Lancar jaya gan,5,2022-04-13 00:42:44
Alfin Octafiano,"Ini kenapa ya kok aplikasinya ga bisa dibuka sekali di buka keluar sendiri, gitu gitu terus, jdi saya ga bisa ikut meeting sekolah karena masalah ini. Mohon segera dicarikan solusi kalau tidak bakal banyak yg kena",1,2022-04-13 00:31:35
Miftahul Nurhidayah,Mengapa meetnya tidak bisa dibuka,4,2022-04-12 22:58:53
chandra irawan,LUAR BIASA MANTUL,5,2022-04-12 17:59:01
Syanfaa Susiana,Sangat membantu,4,2022-04-12 16:14:30
Megu Min,Suka eror,1,2022-04-12 15:40:16
Rafa Widya,Hg,5,2022-04-12 12:41:55
Istidaumatul Mukarromah,Bissmillah aplikasi ini sangat berguna bagiku meski yang muncul hanya beberapa orang tapi ini sangat penting buat daring semoga lancar terus aplikasinya yaa,5,2022-04-12 11:05:49
Hendra Adi Wijaya,Mantap,5,2022-04-12 07:20:58
Tesaa Lonika,"Suka keluar tiba"" dari meet",3,2022-04-12 06:47:02
Nurfaisal Asrafi,"force close terus sehabis di update, makasih",1,2022-04-12 04:16:49
Ibadul Haaq,"Background nya tidak bisa di ubah, padahal hp saya sudah versi P, tetapi tetap saja tidak berubah.",1,2022-04-12 01:58:20
Agus Sitanggang,Meet ini sangt bagus tapi tolong bantu saya karan ameetnya keluar truss😁😁,5,2022-04-12 01:37:09
agus Sitanggang,Yoi meeet knp saya sering keluar mulu knp lah plis lah aku gak bisa ngpain ngapain woyyyyyy perbaiki lah,1,2022-04-12 01:32:38
YUSTINA LIM,"Saya memang sudah lama memakai google meet ini, ketika saya meet.. Saya miringkan handphone saya orangnya hanya ada 6 yang terlihat, padahal ada banyak orangnya dan masih ada ruang untuk menampilkan siswa nya lebih banyak. Dan saya ingin jika ada presentasi lewat Handphone tidak terlihat privasi di handphone itu.. Saya juga gak mau dibedakan pakai laptop/komputer lebih banyak fiturnya sedangkan Handphone lebih sedikit fiturnya..",4,2022-04-11 23:58:10
Magdalena Opi,Aplikasi yang sangat baik,5,2022-04-11 23:40:19
Hari Yanto,"Sangat bagus,saat hp restart lalu download kembali, tidak bisa di buka",5,2022-04-11 17:32:51
Floren Cia,Gk terlalu enak,3,2022-04-11 14:31:30
Hasni Official,Ok,5,2022-04-11 12:39:06
ajeng Nurul,kenapa gak bisa kebuka apk nya ya,1,2022-04-11 12:29:28
Fetronella Mirna,"tolong perbaiki secepatnya ya, karena apk nya sangat penting, belum ada di program tetapi sudah terinstal, apa masalahnya",1,2022-04-11 12:22:36
Keanurayyan Alfatih,...................... .. ... .... ij uj m v . 666,5,2022-04-11 10:18:00
dαv,sangat burukkkk errorrrrr,1,2022-04-11 09:17:24
Mujab Muragaf,good,5,2022-04-11 07:25:56
Claudya Ryella C,"yah bgus,, sy hny mendownload krn guru yg repot hmz,, iya keren apkny.. trus semangat yhh,,💪",5,2022-04-11 07:10:01
kayla Nafisa Nafisa,Ini bagus,5,2022-04-11 06:53:20
Ferdi Kulla,Apk yg sangat bermanfaat,5,2022-04-11 06:53:09
Abdul Rahman,Tolong tambahkan fitur applouse di google meet,5,2022-04-11 06:23:01
Hardi Jr,Good,5,2022-04-11 06:14:10
Rikza Syahrul Ramadhan,Tolong dong ini aplikasi nya kenapa tidak bisa di buka tidak bisa di gunakan setiap mau masuk keluar sendiri mulu ini bagaimana caranya tolomh saya mau kuliah,1,2022-04-11 05:30:01
Yana Yuliana,Ga bisa dibuka,2,2022-04-11 04:50:53
Steldi Balan,Kenapa tidak buka aplikasinya setelah install aplikasi,5,2022-04-11 03:34:35
Minatun awaliyah,Sangat bagus,5,2022-04-11 02:48:34
Ayu Mira,Aplikasinya gjls saya mau buka malah keluar sendiri,1,2022-04-11 02:29:07
Dina Dina,Meet kenapa TDK bisa terbuka. Saya mau kuliah. Tolong penjelasannya. Apk yang sangat merugikan,1,2022-04-11 01:45:33
Susi Susanti,"Tolong kepada pihak google, perbanyak tipe versi android yang bisa menggunakan fitur ""Ubah Background"".... Saya harap keinginan ini bisa di dengar oleh pihak google😔",1,2022-04-11 01:30:05
Gamal piri,BURIK,5,2022-04-11 00:13:32
Kurwan Kurwan,Jos,5,2022-04-10 15:58:10
Gab Rut akun ni,App tdk BERGUNA❤,1,2022-04-10 13:40:52
Dian Irma,Saya udah dowland aplikasi gmeet kenapa keluar terus,1,2022-04-10 12:15:47
Ira Yuswati,Susah bukanya,5,2022-04-10 12:10:28
khalief azhar,Bagus 😁😁😁,1,2022-04-10 08:26:56
Fellicia Putri Sijabat,"HABIS RESET UP JADI GAK BISA DIGUNAKAN, GAK BS DIBUKA SAMA SEKALI, UDAH COBA PAKAI 2 HP SAMA SAJA. GOOGLE MEET INI MEMANG TIDAK BISA DIGUNAKAN",1,2022-04-10 06:01:07
Shafitra Paris,bagus untuk class daring,5,2022-04-10 05:36:19
コサクミホシマ,Tambahkan fitur share audio output pada fitur Share screen,4,2022-04-09 22:04:21
Dipta Muflih,Bagus sekali google meetnya,5,2022-04-09 21:59:17
Firda Ramli,Pekerjaanku terbantu dgn ini,5,2022-04-09 20:40:35
Pacarnya Mickmetas,Bagus,5,2022-04-09 14:53:18
Ulfah Ilyas,"Aplikasi ini benar-benar sangat mengecewakan, saya sudah menginstal aplikasi ini lebih dari tiga kali tapi hasilnya tetep sama , gak bisa dibuka 😏😏😏",1,2022-04-09 14:42:32
Alvrianti Bawanan,Gk bisa terbuka meetx,1,2022-04-09 14:06:10
Fizky Firmansyah,"Sering terlambat gegara masuknya lama, trus enak tampilan yg lama, update terakhir malah fitur backgroundnya ilang wkwk",2,2022-04-09 13:55:54
Gregorius Eriyanto,Mas Ius,5,2022-04-09 11:05:13
Achmad Baiquni,Ok,5,2022-04-09 09:19:21
Ahmad Syafii,Ga baguss,2,2022-04-09 09:10:00
051_Yeni Riski Romadhon,"Gak bisa dibuka, keluar sendiri terus",1,2022-04-09 05:44:34
Deny .S. denSamo.,Terbatas,1,2022-04-09 04:11:58
Evi Noviasari Cordius,Blm di coba semoga bagus,5,2022-04-08 18:07:31
Abdiana Masruroh,Kenapa punyaku belum ada background nya,5,2022-04-08 16:18:16
a l i n e s i n a g a,good,5,2022-04-08 15:07:33
Ellana Viaa,Bagus,5,2022-04-08 12:26:34
Hari Lee,Gak bisa di pakai,1,2022-04-08 11:11:55
bdg dicky,Buat sekolah 🗿,5,2022-04-08 09:18:55
azwan husin tabano,Mantap,5,2022-04-08 09:01:10
Rahmad Mora,Ko ga bisa di instal,4,2022-04-08 07:17:56
Syukrani Najamuddin,Sangat bermanfaat,5,2022-04-08 06:31:42
Nayra Nadhifa jayadilaga,Bagus banget 😍😍,5,2022-04-08 03:07:15
marchella cristyanti,INI KENAPA DI SAYA GA ADA FILTERNYA HUWEEE😔😔,1,2022-04-08 02:47:26
Fadlan firdaus,Gatau males pengen beli treuk,1,2022-04-08 02:12:54
anita terusia,Ok,5,2022-04-08 02:02:24
Amin Suhendri,Bagus,5,2022-04-08 01:57:30
Alvian Prayudi,Membantu untuk meeting.,5,2022-04-07 21:08:23
Fadhillah attablig,Pertama di buka keluar sendiri (begitulah seterusnya) ada solusi???,4,2022-04-07 19:16:33
haryani hamdun,Terimakasih sudah gabung di google meet untuk langkah-langkah berikut,4,2022-04-07 15:28:31
Sarmilah Group,Kok gabisa dibuka ya.,1,2022-04-07 14:26:39
Bayu Ardi,Handphone saya vivo y21. Tidak ada efek backroundnya untuk aplikasi ini,1,2022-04-07 13:39:30
Delfin Mononege,Sudah di instal tidak bisa di buka,1,2022-04-07 13:24:46
wincent Octavianus gaming,Sangat bagussss,5,2022-04-07 11:28:54
Dendi Sanjaya,Saya tidak bisa masuk,1,2022-04-07 07:59:12
Safariah Harahap,Bagus,5,2022-04-07 07:46:40
RAMSES-78 SIMANJUNTAK-M14,Good,5,2022-04-07 07:10:53
aris maulana falihin,Bagus Bagus,5,2022-04-07 06:51:32
Fadila Umiyati,Lemot,1,2022-04-07 06:14:20
JELITA NOVA,Ini knp saya gk bisa ku tekannn😤 Suka keluar muluuuu😒 Kan saya ketinggalan pelajaran Plisss perbaikiiiiii😡,1,2022-04-07 06:03:46
Malika Eliza,Very good,5,2022-04-07 05:54:00
Tuti Suharti,Lazada is the Bes.,5,2022-04-07 05:52:57
Diva Fitriatin,Apk ini sangat dianjurkan saat kelas daring. Tapi banyak fitur yang hilang misalnya background yg bisa di stell pribadi. Kemudian efek yg dulunya ada skrng tbtb hilang gitu saja. Kemudian mic dan camera setidaknya bisa ditampilkan saat presentasi (share screen) agar mempermudah jalannya diskusi.,4,2022-04-07 05:50:27
hikbal pane,very helpful,5,2022-04-07 05:24:40
nandar,G bisa d buka,1,2022-04-07 04:57:01
Sartika,Satu dulu pengen tau bagus ga kalo jelek sorry unistal,1,2022-04-07 04:30:35
Galang Putra Pratama,"Ini aplikasi knapa dah, gw baru downlad kok knapa kaga bisa masuk ke aplikasi, keluar terus, mohon donk di perbaiki agar konsumen nyaman",2,2022-04-07 04:07:59
Menuntut Ilmu,Bismillaah.. Qoddarullah meet nya baru diinstal malah gg bisa dibuka.. Baru aja install.. Bisa mohon di tata carakan.. Jazakillahu khoyron.. Baarokallahu fiikunna.. Terima kasih.. Thanks..,2,2022-04-07 03:06:15
uno juno,"Aplikasi tidak bisa di buka, saya senang sekali karena sulit membukanya... Makanya saya kasih bintang lima. Kalo ada yang sulit kenapa pilih yang mudah",5,2022-04-07 02:57:32
Monika Anugrah Saputri,Seriussla apk,1,2022-04-07 01:41:40
Khusnil Amri,Bagus,5,2022-04-07 01:02:23
araa fiana,Ga bisa dibuka,1,2022-04-07 00:56:02
Abdiel Novaden Firdaus,Apikkk maasszzehhh,5,2022-04-07 00:39:32
32_Tabina salesta nethania,Dasar error masuk apknya aja nggak bisa trus mau masuk link meetnya juga nggak bisa parah benerin knp ish,1,2022-04-07 00:25:20
Dadan Hamdani,Berguna sekali,5,2022-04-07 00:04:38
Frengki potimau Potimau,Bgus,5,2022-04-06 23:39:07
26_ Kiki,Bagusss,5,2022-04-06 23:31:42
Atina Nihayatar Rohmah,Tidak bisa di buka,1,2022-04-06 23:00:50
Jun naida,Tolong kenapa aplikasinya error gak bisa dibuka😭😭,1,2022-04-06 21:55:37
M. Resky,Tidak bisa masuķ,1,2022-04-06 21:34:23
elpius wetapo,Aplikasi sangat baik,5,2022-04-06 18:07:48
Lailia Khoirun Nisak,Nice,5,2022-04-06 15:10:40
Theresia yesda buaton,Saya tidak bisa longin dan selalu keluar apa ada masalah dengan google meet?,1,2022-04-06 14:56:07
Huri_P,Ok,3,2022-04-06 13:54:26
Kebon Makmur,Mantap enak buat interaksi dengan tg lain,5,2022-04-06 13:53:02
Yuliana Sukirno,Aneh aplikasi ini suka terklr sndiri,1,2022-04-06 13:42:30
Muchamad Subkhan,Lumayan,5,2022-04-06 13:21:39
densa khaira handaraya,kurang bagus apk nya tapi gmn lagi orng buat daring cuma apk inii,4,2022-04-06 11:26:33
Muhammad Ardyansyah,Ka ini kenapa yah ko baru di donwload ngga bisa masuk keluar sendiri mulu padahal lagi bnr bnr butuh buat kerjaan ko gini yah?,1,2022-04-06 09:36:38
Hoirun Nisa,Payah ga bisa di buka eror lagi ada kepentingan malah ga bisa di buka,1,2022-04-06 08:45:46
Vickry Julyanto,Kenapa baru buka langsung balik ke layar depan. Tolong di perbaiki,2,2022-04-06 07:37:35
fauzan bintang,Punya saya g bisa di buka anjg,1,2022-04-06 06:17:32
Mutiara Regina,Saya tidak bisa membuka aplikasi ini selalu balik ke home screen,1,2022-04-06 06:06:54
Sumari Yono,Bagus sekali.,5,2022-04-06 06:00:13
Mayda Inayati,Enakan paje ini bisa mati kamera jadi kalau kelas online rebahan:v,5,2022-04-06 03:52:21
Ruang Daring,Tidak ada vasilitas background kamera hanya merk dan kapasitas ram tertentu..diharapkan semua merk dan kapasitas bisa menggunakan background,1,2022-04-06 03:18:35
atom•ani,Kenapa tidak bisa didownload,3,2022-04-06 03:18:03
Mamat Ashuri,Nggak bisa dibuka tiba tiba keluar sendiri padahal jaringannya bagus,1,2022-04-06 02:41:11
yuli yanti,½⅔¾⁴⅝⅞,1,2022-04-06 02:30:10
dakwah islam,kenapa gak di pakai apk google meet,1,2022-04-06 02:19:41
Jul Nursadi,Saya tidak bisa kuliah karna apk tidak bisa terbuka. Tolong solusinya.?,1,2022-04-06 01:52:01
Nurul Hilmindi Ramadhani,Tetep gak bisa masuk padahal udh perbarui sistem dan udh ngikutin instruksi yg ada dibantuan masih ttp gak bisa jga,1,2022-04-06 01:44:40
Aziz Abdulathief,kenapa pas saya buka kok keluar sendiri,1,2022-04-06 01:09:01
Justinaperangin angin Perangin angin,"Aku kasih bintang 3 aj dlu;) soalnya pas aku lagi GM tu keluar Sendiri jadi Nyusahin bgt 🤧🥲 Mau Masuk lgi malah ngelag 😓 dan,klo di HP cuman bisa lihat 8 org doang 🤥semoga ni google Meet ini bisa di perbaiki 😞",3,2022-04-06 00:50:20
ABDUL AKIB DATUELA,Aplikasinya tidak bisa di buka,1,2022-04-06 00:24:11
Putri Tunggadewi,"Mohon maaf ini kenapa di hp saya meet nya tidak bisa di buka selalu keluar sendiri padahal mau buat kuliah,",1,2022-04-06 00:23:19
Lestari Adeeva,Kok aku gak b8sa tolong diperbaiki,5,2022-04-06 00:16:58
Mikael Lulu,Mantap sekali,5,2022-04-05 23:02:39
Ujang Hardiyanto,layar depan meet saya kok gak bisa di gunakan,5,2022-04-05 15:42:29
Umar Faruk,Sumpah lemod pake bangett,1,2022-04-05 13:37:18
Raja Murah,Waow,5,2022-04-05 13:25:02
Chalista Potabuga,sangat membantu,5,2022-04-05 12:30:39
Rangga Parningotan,gabis masuk,1,2022-04-05 12:24:48
putu gde wirawan,Mantap,5,2022-04-05 12:13:52
Warnadi,Mencoba,4,2022-04-05 08:57:55
VAN ROBBY,Belum masuk udah kluar sendiri,1,2022-04-05 08:43:39
nur hanifah lestari,"Kenapa aplikasinya tidak bisa dibuka, padahal udah didonwload ulang. Tolong dong diperbaiki",1,2022-04-05 06:47:46
andre ruswana,Coba dulu lagi dehh,5,2022-04-05 06:19:34
Sari Julianti,"Aplikasinya tidak bisa di gunakan, mau masuk aja ga bisa, dan apknya di klik aja ga bisa, tolong untuk di perbaiki 🙏",1,2022-04-05 06:07:44
Aliran Musafir,Kok ga dapat di downlod,5,2022-04-05 05:50:32
Muhammad Zainuddin Zuhri,Aplikasi error gk bisa di buka gmana mau kuliah online klo gini Tolong segera perbaikil,1,2022-04-05 05:31:33
Ahmad Agung,👏,5,2022-04-05 05:29:56
12_Abdul malik ramadhan,Kenapa yah saya tidak bisa menggunakan beground belakanh/latar belakang,5,2022-04-05 05:15:50
gatau Deh,Ni gmn ya ko gakebuka,5,2022-04-05 04:43:35
Rizal Raihan,Nice,5,2022-04-05 04:07:00
Despince Yumai,Mantul,5,2022-04-05 03:48:47
Muhamad Adnan Fariz,Eror terus,1,2022-04-05 02:58:14
firman andhika,Sering fc tolong di perbaiki,1,2022-04-05 02:31:03
Aqmar Nadhif,gak bisa di update,1,2022-04-05 02:14:39
Siti Mariam,👍,5,2022-04-05 02:13:19
Priska Situmeang,Gk bisa di buka,1,2022-04-05 01:46:31
Ingrid / Kenzo Matthew,Knp gak bisa masuk ? Udh beberapahari tapi tetep gk bisa,1,2022-04-05 00:37:21
Dorkasayorbaba Dorkas,Tidak dapat masuk dengan baik,1,2022-04-05 00:32:59
Ajev vaisal,Can't open this,1,2022-04-05 00:04:09
Wahyu Setiawan,Jadi buat kalian yg ingin melakukan kegiatan sekolah secara online bisa menggunakan aplikasi ini sebagai platform kalian,5,2022-04-04 22:58:05
Razali Bgdekli,"Gracias por todo Estimados saludos a los creadores de la aplicación junto con los seguidores que ayudaron a desarrollar esta aplicación, espero que todos estén siempre saludables y felices en RSB NAD.",5,2022-04-04 21:13:32
Ujang Delo,Gak bisa di buka,1,2022-04-04 15:01:07
Melvin Setiawan05,"Tidak bisa di pakai, keluar sendiri",1,2022-04-04 13:37:58
Umay Abdurrahman,Aplikasi berguna dari pada zoom,5,2022-04-04 10:37:26
Fitri Saumi,Bagus,5,2022-04-04 10:35:45
Sugiarti,"Tolong segera diperbaiki donk, sy sudah reinstall aplikasi ini tp tetep aja ngga bs login ke Gmeet, selalu logout. Pdhl urgent untuk daring",1,2022-04-04 10:32:36
Erni Yanti Silalahi,"sebelumnya udah pake apk ini dan baik baik aja hp kebetulan ke reset dan semua apk nya keapus, pas udh normal download apk nya ini malah gabisa dibuka, di klik apk nya langsung ketutup gitu gatau karna apa, udh dicoba uninstal terus di instal lagi tetep aja gabisa heran bgt deh",1,2022-04-04 08:40:43
Kemit Kemit,Aku mau gunakan goggle meet ini untuk sekolah jadi semoga aja ini bermanfaat 🙂🙂,2,2022-04-04 08:38:24
nita agustina,Meet saya nggak mau masuk ke dalam aplikasi dan tidak bisa login sekalipun sudah sya perbaharui. Setiap saya klik untuk masuk yang terjadi malah keluar dengan sendirinya ini bagaimana yahh tolong solusi nya...,2,2022-04-04 08:30:51
Imel Mel,Jng bgus,4,2022-04-04 08:20:00
WOW BARA,Kamera gw ngga bisa di buka😤😤,1,2022-04-04 08:01:49
Haikal Ikal,Hebat,5,2022-04-04 06:50:44
babang AAL,Ok,5,2022-04-04 05:59:51
Veriko Chandra,Semua filter bagus tapi keluar ni sampe 1 tahun :( aneh banget kok ya aku kasih 3 bintang bosan nggak main sama temen aku lagi di meet suara aku bertemung terus habis itu putus putus baru keluar 😭😭😭😭😭😭😭😭nggak bisa salin temen aku mau kasih link loading nya lama terus aku mami di kena marah mami sampe 10 hari aneh tadi tanggal 2021 14 bisa salin sampe 2021 Oktober 1:(,3,2022-04-04 05:53:31
Ipul Ambri,Bgs,5,2022-04-04 04:59:03
mining uang,Gak bisa di buka,2,2022-04-04 04:03:33
04_Andriyan Triyono,Saya merasa kecewa kenapa google meetnya ga bisa dibuka sama sekali biasanya juga ga kek gini!!,1,2022-04-04 04:02:41
Wawan Art,"App ui is too simple. No features like a video recording, change ringtones, privacy setting, etc. I still love Other Meeting app.",1,2022-04-04 03:50:47
Fendi Eka,Sudah didownload tapi tidak bisa dibuka,1,2022-04-04 03:39:14
Rizki dian Ariyanti,Siiip,5,2022-04-04 02:35:02
M Fahri _ID,Kenapa aplikasinya tidak bisa dibuka,1,2022-04-04 02:33:48
Syahreni Siregar,Ok,5,2022-04-04 02:31:24
andreas ryand,Semua video jadi hitam ketika menggunakan kamera ataupun lagh wifi dan juga black screen pas WiFi lagh plus lama bukain kamera,1,2022-04-04 02:16:37
Gregorius Remaja,Baik,3,2022-04-04 02:10:51
Indah Wulandari,"Parah banget,sangat mengecewakan saya tidak bisa masuk aplikasi padahal baru di download",1,2022-04-04 02:07:34
Yasmine A. M.,Bagus buat meet,5,2022-04-04 01:57:15
B-9-Iva Afifatur Rohmah,Memuaskan,5,2022-04-04 01:57:03
Adriani Wattpad,"Kenapa google meet ini tidak bisa di buka di hp saya? Padahal dulu sebelum di update saya masih menggunakan google meet ini, sekarang sudah di update tapi malah tida bisa. Mohon bantuannya",1,2022-04-04 01:30:08
Agus Semmil,Sangat cocok,5,2022-04-04 01:24:52
rafi,Gabisa di buka anj hape gw kentang bagusin lah aplikasinya biar hape kentang juga bisa masak j2 gabisa buka malah keluar terus,1,2022-04-04 00:38:10
bang wan,Google nya susah di dowoload,5,2022-04-04 00:35:58
Ilham Wahyudi,MASALAH YG KU ALAMI CUMAN SATU INI APK KNP G BISA D PAKE.KELUAR SENDIRI.TOLONG PERBAIKI ATAU KASI SARAN APA KEK!!,1,2022-04-04 00:27:37
MADE IN ARMY,Gak bisa kedownload padahal penyimpanan saya masih cukup.,1,2022-04-04 00:06:27
Desrin Natalia Mbiliyora,Bagus,5,2022-04-03 23:51:25
23_Yusri Irawan,Halo min kok fitur background pada android hilang ya?,1,2022-04-03 23:25:33
Ashillah Raisa,Ini memper mudah saya untuk sekolah terimakasih Google Meet♡,5,2022-04-03 21:26:45
Athar Mokodompit,"Sering eror, force close sendiri",1,2022-04-03 21:05:05
Lufie Ana,Lama kali di unduhnya,3,2022-04-03 15:23:44
M Mukhtar,Gak bisa di Fungsikan,1,2022-04-03 13:58:54
Alber Try,Good,1,2022-04-03 13:37:52
Akbar Akbarullah,Google TOUR,5,2022-04-03 09:34:19
Fitri Nurafni,Sekolah,5,2022-04-03 06:48:27
Ervianti Dini,"Maaf ini kenapa ketika saya baru unduh, kenapa appsnya tidak bisa dibuka? Malah keluar sendiri",5,2022-04-03 03:49:09
Dessyfitriani kh,"Susah buat masuk,keluar terus",1,2022-04-03 03:40:43
IWayan Wena,Bagus,5,2022-04-03 02:07:40
Ajung Kalisat,Ok,5,2022-04-03 00:59:07
Opan Sophan,"Sue, meet gak bisa dibuka",1,2022-04-02 23:05:25
Salwa anisa Bulan,👍👍👍👍👍👍,5,2022-04-02 21:49:24
Quinza Yazied,"kak boleh ada fitur kasih nama di gmeetnya gak? sama nama kita bisa di ubah ubah, makasih",3,2022-04-02 17:33:17
Desty Naylawati,Bagus aplikasinya mmmmantap,5,2022-04-02 14:35:43
Fardan Sofyan,Goodjob,5,2022-04-02 12:32:30
Zhiara,"Bagus , Tpi coba diperbaharui lagi Google Mett nyh biar ada latar belakang nyh bagus",5,2022-04-02 10:06:20
ina,"sangat membantu, terima kasih ><",5,2022-04-02 09:37:35
Stevenson Imanuel,Sangat bagus,5,2022-04-02 09:18:58
04_Gusti Agung Maheni,SUMPAH? GABISA DIBUKA ANJIR?! WOY INI GIMANA CARANYA SAYA NGIKUTIN EKSTRA KALO KAYA GINI KSVSJSBSKSN.,1,2022-04-02 09:18:01
Ihsan Fauzan,Hadeh amat gak support hp andro 8,1,2022-04-02 08:24:13
Nofita Aming,BAGUS,5,2022-04-02 07:03:40
Geosseptine Bawono,"Ngapa gk bisa dibuka dah, koq stiap kali dibuka, keluar2 mulu, niat bikin apk gk sih, tolong segera diperbaiki.......",1,2022-04-02 05:16:58
Rasya Rayyandra,Tidak bisa dibuka,1,2022-04-02 04:15:36
Etna Etna,Ok,5,2022-04-02 03:11:54
GCS Sga1659,Aplikasinya tidak bisa dibuka,1,2022-04-02 03:05:29
